RUT,Nombre de la Sociedad,Código SAP,RUT dueño,Nombre Dueño,Clasificación de Dueño,Unidad de Negocio de la sociedad,Asociada,Contabilidad,Gerente General,Moneda Funcional,Giro,Dirección,País,Fecha de Constitución,Acciones Emitidas,Acciones Invertidas,RUT Matriz,Porcentaje,Clasificacion de Matriz,Empresa
76.509.835-1,Inmobiliaria e Inversiones Rentas Quilin SpA,1271,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,N/A,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,06-10-2015,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
76.509.835-1,Inmobiliaria e Inversiones Rentas Quilin SpA,1271,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,06-10-2015,N/A ,N/A ,Externo,50,Minoritario,Desarrollos Comerciales Quilín S.A. (Externo)
76.513.563-K,Inmobiliaria y Constructora Pie Andino SpA,1284,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,"Constructora, Inmobiliaria y Asesorias","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-10-2015,N/A ,N/A ,76.173.057-6,50,Mayoritario,Inmobiliaria Vertical S.A.
76.513.563-K,Inmobiliaria y Constructora Pie Andino SpA,1284,,,,Asociaciones Aconcagua,SI,Interna,Jorge Meruane Boza,CL$,"Constructora, Inmobiliaria y Asesorias","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-10-2015,N/A ,N/A ,96.584.230-6,25,Minoritario,Inmobiliaria Monte Aconcagua S.A.
76.513.563-K,Inmobiliaria y Constructora Pie Andino SpA,1284,,,,Asociaciones Aconcagua,SI,Interna,Jorge Meruane Boza,CL$,"Constructora, Inmobiliaria y Asesorias","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,15-10-2015,N/A ,N/A ,,25,Minoritario,Fin Corp S.A.
76.516.090-1,Aconcagua Sur S.A.,1126,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria Soc de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,16-02-2006,N/A ,N/A ,77.558.130-1,"0,2",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
76.516.090-1,Aconcagua Sur S.A.,1126,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria Soc de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,16-02-2006,N/A ,N/A ,96.584.230-6,"99,8",Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.528.509-7,Inmobiliaria Aconcagua Rentas S.A.,1261,,,,Corp,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Compra,Vta y Alquiler de Inmb Propios y Arrendados","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,96.885.880-7,"0,994556",Mayoritario,SalfaCorp S.A.
76.528.509-7,Inmobiliaria Aconcagua Rentas S.A.,1261,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Compra,Vta y Alquiler de Inmb Propios y Arrendados","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,99.506.950-4,"0,005444",Minoritario,Salfa Gestión S.A.
76.529.016-3,Concremag SpA,1275,,,,Asociaciones ICSA,SI,Interna,Pablo Aromando Reinmmoller,CL$,Elaboración de Hormigones,"Loteo Ruze Cañadón parcela 39 y 40, Porvenir",Chile,,,,76.301.094-5,100,Mayoritario,Concremag S.A.
76.641.360-9,Inmobiliaria Jardin del Carmen S.A.,1096,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,26-07-2006,N/A ,N/A ,77085680-9,"33,3333",Minoritario,Inversiones y Asesorias H Y C S.A.
76.641.360-9,Inmobiliaria Jardin del Carmen S.A.,1096,,,,Asociaciones Aconcagua,SI,Interna,N/A,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,26-07-2006,N/A ,N/A ,96.823.220-7,"33,3333",Mayoritario,Inmobiliaria Geosal S.A.
76.641.360-9,Inmobiliaria Jardin del Carmen S.A.,1096,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,26-07-2006,N/A ,N/A ,99012000-5,"33,3333",Minoritario,Consorcio Nac. de Seguros S.A.
76.667.830-0,Inmobiliaria Geomar Dos S.A.,1097,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-09-2006,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.667.830-0,Inmobiliaria Geomar Dos S.A.,1097,,,,Asociaciones Aconcagua,SI,Interna,N/A,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-09-2006,N/A ,N/A ,96.823.220-7,50,Mayoritario,Inmobiliaria Geosal S.A.
76.719.814-0,Inmobiliaria Zañartu S.A.,1287,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,27-02-2017,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.719.814-0,Inmobiliaria Zañartu S.A.,1287,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,27-02-2017,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.722.441-9,Arquitectura e Ingeniería Aconcagua SpA,1288,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Compra Venta y Arriendo de Inmuebles Propios o Arrend Serv de Ing Asesoría,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-02-2017,N/A ,N/A ,77.558.130-1,"0,1",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
76.722.441-9,Arquitectura e Ingeniería Aconcagua SpA,1288,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Compra Venta y Arriendo de Inmuebles Propios o Arrend Serv de Ing Asesoría,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,23-02-2017,N/A ,N/A ,96.973.290-4,"99,9",Mayoritario,Inmobiliaria Aconcagua S.A.
76.724.621-8,Inmobiliaria Parque San Carlos SpA,1301,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,06-03-2017,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.724.621-8,Inmobiliaria Parque San Carlos SpA,1301,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,06-03-2017,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
76.724.623-4,Inmobiliaria Cerro Alto SpA,1303,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,24-01-2017,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.724.623-4,Inmobiliaria Cerro Alto SpA,1303,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,24-01-2017,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
76.730.450-1,Salfa Gestión Ingeniería S.A.,1100,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Asesoramiento Empresarial, Tributario, Auditoria Teneduaria de Libros","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2006,,,99.506.950-4,"0,2705",Minoritario,Salfa Gestión S.A.
76.730.450-1,Salfa Gestión Ingeniería S.A.,1100,,,,Corp,NO,Interna,Rodrigo Hubner Grasso,CL$,"Asesoramiento Empresarial, Tributario, Auditoria Teneduaria de Libros","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2006,,,99.563.590-9,"99,7295",Mayoritario,Salfa Ingeniería y Construcción S.A.
76.754.245-3,Inmobiliaria Parque Cerrillos SpA,1299,,,,Asociaciones Aconcagua,SI,Externa,Ernesto Valle Velarde,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,08-06-2017,N/A ,N/A ,76.027.704-5,50,Mayoritario,Inmobiliaria Jardines de Cerrillos S.A.
76.754.245-3,Inmobiliaria Parque Cerrillos SpA,1299,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,08-06-2017,N/A ,N/A ,Externo,50,Minoritario,Inm. Todos Los Santos S.A. (Externo)
76.761.547-7,Empresa Constructora Fluor Salfa Ltda.,1319,,,,Revisar,SI,Externa,Edilio Dagnino Macari,CL$,Obras de Ingenierías Construcción,"Reyes Lavalle #3340 Depto. #P 7 Comuna Las Condes, Ciudad Santiago",Chile,30-05-2017,,,96.684.600-3,50,Mayoritario,Empresa de Montajes Industriales Salfa Sociedad Anónima
76.761.547-7,Empresa Constructora Fluor Salfa Ltda.,1319,,,,Revisar,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,Obras de Ingenierías Construcción,"Reyes Lavalle #3340 Depto. #P 7 Comuna Las Condes, Ciudad Santiago",Chile,30-05-2017,,,Externo,50,Minoritario,Fluor Daniel Mining & Metal Ltda. (Externo)
76.777.485-0,Sociedad de Servicios Habitacionales Gestired SpA,1289,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Gestión Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-07-2017,N/A ,N/A ,76.172.207-7,99,Mayoritario,Inmobiliaria Noval S.A
76.777.485-0,Sociedad de Servicios Habitacionales Gestired SpA,1289,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Gestión Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,12-07-2017,N/A ,N/A ,76.801.420-5,1,Minoritario,Servicio de Venta Inmob. Aconcagua Ltda.
76.782.440-8,Inmobiliaria El Roble S.A.,1263,,,,Asociaciones Aconcagua,SI,Revisar,N/A,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,,N/A ,N/A ,96.798.700-K,50,Mayoritario,Inmobiliaria El Bosque S.A.
76.782.440-8,Inmobiliaria El Roble S.A.,1263,,,,Asociaciones Aconcagua,SI,Revisar,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,,N/A ,N/A ,Externo,50,Minoritario,(Externo)
76.801.420-5,Servicios de Venta Inmobiliaria Aconcagua Ltda.,1128,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Soc. de Inver, de Ases y Consult Finan, Inmob, Sumin Perso., Otras Act Empr","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-01-2007,N/A ,N/A ,77.558.130-1,"0,2",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
76.801.420-5,Servicios de Venta Inmobiliaria Aconcagua Ltda.,1128,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,"Soc. de Inver, de Ases y Consult Finan, Inmob, Sumin Perso., Otras Act Empr","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,25-01-2007,N/A ,N/A ,96.584.230-6,"99,8",Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.805.116-K,Rentas Los Nogales SpA,1291,,,,Asociaciones Aconcagua,SI,Revisar,Matías Stamm Moreno,CL$,Sin Información,Sin Información,Chile,,N/A ,N/A ,99.549.940-1,100,Mayoritario,Fondo de Inv. Privado Credicorp Capital Inmob. Los Nogales
76.805.119-4,Inmobiliaria Los Nogales SpA,1290,,,,Asociaciones Aconcagua,SI,Revisar,Matías Stamm Moreno,CL$,Sin Información,Sin Información,Chile,,N/A ,N/A ,99.549.940-1,100,Mayoritario,Fondo de Inv. Privado Credicorp Capital Inmob. Los Nogales
76.813.360-3,Ayres de Chicureo S.A.,1127,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Sociedad de Inversiones e Inmobiliaria de Inmuebles Propios o Arrendad,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,09-05-2006,N/A ,N/A ,77.558.130-1,"0,0909",Minoritario,Aconcagua Gestión Inmobiliaria S.A.
76.813.360-3,Ayres de Chicureo S.A.,1127,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Sociedad de Inversiones e Inmobiliaria de Inmuebles Propios o Arrendad,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,09-05-2006,N/A ,N/A ,96.584.230-6,"99,9091",Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.818.285-K,Inmobiliaria Vista Ribera SpA,1294,,,,Aconcagua,NO,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversión,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,17-10-2017,N/A ,N/A ,96.584.230-6,100,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.822.758-6,Inmobiliaria Cumbres de Huechuraba S.A.,1292,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2017,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.822.758-6,Inmobiliaria Cumbres de Huechuraba S.A.,1292,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria y Sociedad de Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2017,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.838.490-8,Inmobiliaria Geomar Tres S.A.,1104,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,08-05-2007,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.838.490-8,Inmobiliaria Geomar Tres S.A.,1104,,,,Asociaciones Aconcagua,SI,Interna,N/A,CL$,Inversiones Inmobiliarias,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,08-05-2007,N/A ,N/A ,96.823.220-7,50,Mayoritario,Inmobiliaria Geosal S.A.
76.882.227-1,Inmobiliaria Parque Torreones SpA,1296,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,17-05-2018,N/A ,N/A ,96.584.230-6,"33,33",Minoritario,Inmobiliaria Monte Aconcagua S.A.
76.882.227-1,Inmobiliaria Parque Torreones SpA,1296,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,17-05-2018,N/A ,N/A ,Externo,"33,33",Asociaciones Aconcagua,Consorcio Nac. de Seguros S.A. (Externo)
76.882.227-1,Inmobiliaria Parque Torreones SpA,1296,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,17-05-2018,N/A ,N/A ,Externo,"33,33",Mayoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
76.883.240-4,Inmobiliaria Los Cipreses S.A.,1131,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Desarrollo de Proyectos Inmobiliarios y Construcción y Asesoramiento,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-05-2007,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.883.240-4,Inmobiliaria Los Cipreses S.A.,1131,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Desarrollo de Proyectos Inmobiliarios y Construcción y Asesoramiento,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-05-2007,N/A ,N/A ,99012000-5,50,Minoritario,Consorcio Nac. de Seguros S.A.
76.899.553-2,Consorcio Constructora Salfa Vilicic SpA,1322,,,,Revisar,SI,Externa,Guillermo Salinas Errázuriz,CL$,Construcción de Carreteras y Líneas de Ferrocarril,0,Chile,,,,93.659.000-4,50,Mayoritario,Constructora Salfa S.A.
76.899.553-2,Consorcio Constructora Salfa Vilicic SpA,1322,,,,Revisar,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,Construcción de Carreteras y Líneas de Ferrocarril,0,Chile,,,,Externo,50,Minoritario,Constructora Vilicic S.A. (Externo)
76.908.390-1,Operaciones Mineras G-ACT S.A.,1218,,,,ICSA,NO,Interna,Juan Carlos Cruz Lira,CL$,Contratista en Serv para la Minería Serv Geológicos y Prospección,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-07-2007,,,96.557.400-K,"99,999",Mayoritario,Geovita S.A.
76.908.390-1,Operaciones Mineras G-ACT S.A.,1218,,,,ICSA,NO,Interna,Juan Carlos Cruz Lira,CL$,Contratista en Serv para la Minería Serv Geológicos y Prospección,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-07-2007,,,96.879.170-2,"0,001",Minoritario,Geovita Maquinarias y Servicios S.A.    
76.911.989-2,Comercial Austral SpA,1297,,,,ICSA,NO,Interna,Guillermo Salinas Errázuriz,CL$,"Producción, Compra e Importación de Toda Clase de Materiales.","Enrique Abello 01476 Mzg , Punta Arenas",Chile,18-07-2018,,,93.659.000-4,100,Mayoritario,Constructora Salfa S.A.
76.915.760-3,Constructora Salfa y Compañìa,1107,,,,ICSA,NO,Interna,Guillermo Salinas Errázuriz,CL$,Obra Civil de Edificación Proy Normaliz Hospital Reg. Pta. Arenas,Pdte Ibanez #5452 Comuna Punta Arenas Ciudad Punta Arenas,Chile,,,,93.659.000-4,50,Mitad - Mayoritario,Constructora Salfa S.A.
76.915.760-3,Constructora Salfa y Compañìa,1107,,,,ICSA,NO,Interna,N/A,CL$,Obra Civil de Edificación Proy Normaliz Hospital Reg. Pta. Arenas,Pdte Ibanez #5452 Comuna Punta Arenas Ciudad Punta Arenas,Chile,,,,96.971.270-9,50,Mitad - Minoritario,Salfa Construcción S.A.
76.923.701-1,Inmobiliaria Rentas Vizcachas SpA,1304,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Augusto Coello Lizana,CL$,Inversiones E Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-08-2018,N/A ,N/A ,76063427-1,50,Minoritario,Escafe Dos SpA (Externo)
76.923.701-1,Inmobiliaria Rentas Vizcachas SpA,1304,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Inversiones E Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-08-2018,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
76.929.210-1,Empresa de Mantenciones y Servicios Salfa S.A.,1108,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Const Montaje Mantenc y Reparac Inmuebles y Maqs,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,01-08-2007,,,76.730.450-1,"0,1",Minoritario,Salfa Gestión Ingeniería S.A.
76.929.210-1,Empresa de Mantenciones y Servicios Salfa S.A.,1108,,,,ICSA,NO,Interna,Rodrigo Hubner Grasso,CL$,Const Montaje Mantenc y Reparac Inmuebles y Maqs,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,01-08-2007,,,99.563.590-9,"99,9",Mayoritario,Salfa Ingeniería y Construcción S.A.
76.930.694-3,Inmobiliaria Parque Undurraga 4 SpA,1309,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,Construcción de Carreteras y Líneas de Ferrocarril,0,Chile,31-08-2018,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.930.694-3,Inmobiliaria Parque Undurraga 4 SpA,1309,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,Construcción de Carreteras y Líneas de Ferrocarril,0,Chile,31-08-2018,N/A ,N/A ,Externo,50,Minoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
76.934.005-K,Inmobiliaria Alto Volcanes SpA,1305,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Matías Stamm Moreno,CL$,Sociedad de Inversiones e Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-08-2018,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.934.005-K,Inmobiliaria Alto Volcanes SpA,1305,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Sociedad de Inversiones e Inmobiliaria,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-08-2018,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
76.948.682-8,Salfa Gestión de Pagos SpA,1300,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Imprenta,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-07-2018,,,99.506.950-4,100,Mayoritario,Salfa Gestión S.A.
76.948.682-8,Salfa Gestión de Pagos SpA,1331,,,,Corp,NO,Interna,Cristóbal Bascuñan Illanes,CL$,Imprenta,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,18-07-2018,,,99.506.950-4,100,Mayoritario,Salfa Gestión S.A.
76.948.950-9,Constructora Hidrocon S.A.,1307,,,,ICSA,NO,Interna,Juan Carlos Jara Infante,CL$,"Export, Diseno, Ing, Suministros de Equipos, Construc, Obras Civiles","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,91.300.000-5,"99,9999",Mayoritario,Empresa Constructora Tecsa S.A.
76.948.950-9,Constructora Hidrocon S.A.,1307,,,,ICSA,NO,Interna,Cristóbal Bascuñan Illanes,CL$,"Export, Diseno, Ing, Suministros de Equipos, Construc, Obras Civiles","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,,,,99.506.950-4,"0,0001",Minoritario,Salfa Gestión S.A.
76.951.661-1,Inmobiliaria e Inversiones Rentas Chicureo SpA,1332,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,N/A,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,25-10-2018,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
76.951.661-1,Inmobiliaria e Inversiones Rentas Chicureo SpA,1332,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,"Compra, Venta y Alquiler (Excepto Amoblados) de Inmuebles",0,Chile,25-10-2018,N/A ,N/A ,Externo,50,Minoritario,Desarrollos Comerciales Chicureo S.A. (Externo)
76.960.346-8,Inmobiliaria Padre Hurtado SpA,1306,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,Augusto Coello Lizana,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-11-2018,N/A ,N/A ,76611474-1,50,Minoritario,Inmob. e Inv. Boston SpA (Externo)
76.960.346-8,Inmobiliaria Padre Hurtado SpA,1306,,,,Asociaciones Rentas y Desarrollo Inmobiliario,SI,Interna,N/A,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,29-11-2018,N/A ,N/A ,96.951.850-3,50,Mayoritario,Rentas y Desarrollo Aconcagua S.A.
76.963.209-3,Inmobiliaria Parque Padre Hurtado SpA,1328,,,,Asociaciones Aconcagua,SI,Externa,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2018,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
76.963.209-3,Inmobiliaria Parque Padre Hurtado SpA,1328,,,,Asociaciones Aconcagua,SI,Externa,Juan Manuel Irarrázaval Mena,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,30-11-2018,N/A ,N/A ,Externo,50,Minoritario,Inmobiliaria Todos Los Santos S.A. (Externo)
76.978.300-8,FGI Servicios Mineros Limitada,1200,,,,ICSA,NO,Interna,Juan Manuel Irarrázaval Mena,CL$,"Constructora en Obras Civiles, Viales y Menores","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-10-2007,,,79.723.890-2,50,Mitad - Minoritario,Icem S.A.
76.978.300-8,FGI Servicios Mineros Limitada,1200,,,,ICSA,NO,Interna,Rafael Valdes Gonzalez,CL$,"Constructora en Obras Civiles, Viales y Menores","Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,10-10-2007,,,83.109.000-6,50,Mitad - Mayoritario,Empresa Constructora Fe Grande S.A.
76.981.270-9,Canales del Sur S.A.,1325,,,,Revisar,SI,Revisar,Matías Stamm Moreno,CL$,Fondos y Sociedades de Inversión y Entidades Financieras Similares,0,Chile,13-09-2007,N/A ,N/A ,76.173.057-6,50,Mayoritario,Inmobiliaria Vertical S.A.
76.981.270-9,Canales del Sur S.A.,1325,,,,Asociaciones Aconcagua,SI,Revisar,Juan Manuel Irarrázaval Mena,CL$,Fondos y Sociedades de Inversión y Entidades Financieras Similares,0,Chile,13-09-2007,N/A ,N/A ,Externo,50,Minoritario,Inversiones New Beagle S.A. (Externo)
76.996.713-3,Inmobiliaria Lira SpA,1308,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-03-2019,N/A ,N/A ,77085680-9,50,Minoritario,Inversiones y Asesorias H Y C S.A.
76.996.713-3,Inmobiliaria Lira SpA,1308,,,,Asociaciones Aconcagua,SI,Interna,Matías Stamm Moreno,CL$,Inmobiliaria e Inversiones,"Av. Presidente Riesco 5335, Piso 11, Las Condes, Santiago",Chile,11-03-2019,N/A ,N/A ,96.584.230-6,50,Mayoritario,Inmobiliaria Monte Aconcagua S.A.
